Invoice_ID,Branch,City,Customer_type,Gender,Product_line,Unit_price,Quantity,Total,Date,Time,Payment,Payments_fee,Gross_income,Cost_price,Unit_cost
510-79-0415,B,Mandalay,Member,Female,Sports and travel,24.23,6,145.4,2019-01-24 00:00:00.000000000,2023-11-05 19:20:00.000000000,Ewallet,2.18,21.81,123.59,20.6
438-23-1242,B,Mandalay,Normal,Male,Electronic accessories,79.67,7,557.72,2019-01-24 00:00:00.000000000,2023-11-05 10:38:00.000000000,Ewallet,8.37,83.66,474.06,67.72
775-72-1988,B,Mandalay,Normal,Male,Home and lifestyle,76.94,5,384.72,2019-01-24 00:00:00.000000000,2023-11-05 15:05:00.000000000,Ewallet,5.77,69.25,315.47,63.09
443-60-9639,C,Naypyitaw,Member,Female,Home and lifestyle,63.91,1,63.91,2019-01-24 00:00:00.000000000,2023-11-05 13:24:00.000000000,Cash,0.0,11.5,52.41,52.41
778-34-2523,A,Yangon,Member,Female,Electronic accessories,51.05,8,408.41,2019-01-24 00:00:00.000000000,2023-11-05 10:57:00.000000000,Cash,0.0,61.26,347.15,43.39
237-44-6163,A,Yangon,Normal,Male,Electronic accessories,11.09,8,88.7,2019-01-24 00:00:00.000000000,2023-11-05 17:43:00.000000000,Cash,0.0,13.31,75.39,9.42
235-06-8510,C,Naypyitaw,Member,Male,Home and lifestyle,90.01,3,270.02,2019-01-24 00:00:00.000000000,2023-11-05 20:59:00.000000000,Ewallet,4.05,48.6,221.42,73.81
602-16-6955,B,Mandalay,Normal,Female,Sports and travel,80.43,10,804.3,2019-01-24 00:00:00.000000000,2023-11-05 18:10:00.000000000,Ewallet,12.06,120.65,683.65,68.37
435-13-4903,A,Yangon,Member,Male,Clothes and accessories,9.57,9,86.11,2019-01-24 00:00:00.000000000,2023-11-05 18:20:00.000000000,Credit card,10.94,6.03,80.08,8.9
789-23-8629,B,Mandalay,Member,Male,Clothes and accessories,18.47,4,73.86,2019-01-24 00:00:00.000000000,2023-11-05 11:53:00.000000000,Cash,0.0,5.17,68.69,17.17
145-94-9061,B,Mandalay,Normal,Female,Food and beverages,92.78,5,463.89,2019-01-25 00:00:00.000000000,2023-11-05 19:48:00.000000000,Cash,0.0,55.67,408.22,81.64
778-71-5554,C,Naypyitaw,Member,Male,Fashion accessories,16.2,1,16.2,2019-01-25 00:00:00.000000000,2023-11-05 15:46:00.000000000,Credit card,0.49,4.05,12.15,12.15
191-10-6171,B,Mandalay,Normal,Female,Fashion accessories,41.6,7,291.21,2019-01-25 00:00:00.000000000,2023-11-05 13:18:00.000000000,Cash,0.0,72.8,218.41,31.2
280-17-4359,C,Naypyitaw,Member,Female,Health and beauty,95.03,10,950.25,2019-01-25 00:00:00.000000000,2023-11-05 13:48:00.000000000,Cash,0.0,209.06,741.19,74.12
824-88-3614,C,Naypyitaw,Normal,Male,Health and beauty,36.03,8,288.2,2019-01-25 00:00:00.000000000,2023-11-05 15:00:00.000000000,Ewallet,4.32,63.4,224.8,28.1
888-02-0338,A,Yangon,Normal,Male,Electronic accessories,27.54,9,247.87,2019-01-25 00:00:00.000000000,2023-11-05 20:24:00.000000000,Ewallet,3.72,37.18,210.69,23.41
283-79-9594,B,Mandalay,Normal,Female,Food and beverages,50.94,7,356.55,2019-01-25 00:00:00.000000000,2023-11-05 13:30:00.000000000,Credit card,10.7,42.79,313.76,44.82
307-83-9164,A,Yangon,Member,Male,Home and lifestyle,63.01,4,252.04,2019-01-25 00:00:00.000000000,2023-11-05 15:54:00.000000000,Cash,0.0,45.37,206.67,51.67
730-61-8757,B,Mandalay,Member,Female,Health and beauty,53.69,4,214.75,2019-01-25 00:00:00.000000000,2023-11-05 10:11:00.000000000,Credit card,6.44,47.25,167.5,41.88
261-12-8671,B,Mandalay,Normal,Female,Fashion accessories,64.01,2,128.02,2019-01-25 00:00:00.000000000,2023-11-05 19:39:00.000000000,Credit card,3.84,32.01,96.01,48.01
569-71-4390,B,Mandalay,Normal,Male,Sports and travel,22.97,2,45.93,2019-01-25 00:00:00.000000000,2023-11-05 14:29:00.000000000,Ewallet,0.69,6.89,39.04,19.52
268-03-6164,B,Mandalay,Normal,Male,Health and beauty,100.92,1,100.92,2019-01-25 00:00:00.000000000,2023-11-05 16:28:00.000000000,Ewallet,1.51,22.2,78.72,78.72
340-21-9136,A,Yangon,Member,Female,Sports and travel,42.05,4,168.21,2019-01-25 00:00:00.000000000,2023-11-05 11:40:00.000000000,Cash,0.0,25.23,142.98,35.75
856-66-2701,A,Yangon,Member,Male,Home and lifestyle,55.97,3,167.9,2019-01-25 00:00:00.000000000,2023-11-05 14:19:00.000000000,Ewallet,2.52,30.22,137.68,45.89
394-55-6384,C,Naypyitaw,Member,Female,Sports and travel,73.7,9,663.3,2019-01-25 00:00:00.000000000,2023-11-05 13:38:00.000000000,Cash,0.0,99.5,563.8,62.64
288-38-3758,C,Naypyitaw,Member,Female,Fashion accessories,89.11,3,267.34,2019-01-25 00:00:00.000000000,2023-11-05 18:30:00.000000000,Ewallet,4.01,66.84,200.5,66.83
843-73-4724,A,Yangon,Normal,Male,Fashion accessories,77.81,1,77.81,2019-01-25 00:00:00.000000000,2023-11-05 11:05:00.000000000,Cash,0.0,19.45,58.36,58.36
191-10-6177,B,Mandalay,Normal,Male,Clothes and accessories,3.83,9,34.43,2019-01-25 00:00:00.000000000,2023-11-05 13:20:00.000000000,Cash,1.79,2.41,32.02,3.56
778-71-5554,C,Naypyitaw,Member,Male,Clothes and accessories,140.73,1,140.73,2019-01-25 00:00:00.000000000,2023-11-05 15:51:00.000000000,Credit card,0.27,9.85,130.88,130.88
173-82-9527,B,Mandalay,Normal,Female,Clothes and accessories,15.92,8,127.38,2019-01-25 00:00:00.000000000,2023-11-05 14:59:00.000000000,Cash,1.87,8.92,118.46,14.81
258-69-7812,B,Mandalay,Normal,Female,Clothes and accessories,14.34,4,57.35,2019-01-25 00:00:00.000000000,2023-11-05 18:55:00.000000000,Cash,0.9,4.01,53.34,13.34
881-41-7304,C,Naypyitaw,Member,Female,Clothes and accessories,133.0,1,133.0,2019-01-25 00:00:00.000000000,2023-11-05 10:07:00.000000000,Credit card,3.41,9.31,123.69,123.69
847-38-7188,B,Mandalay,Normal,Female,Food and beverages,101.51,3,304.54,2019-01-26 00:00:00.000000000,2023-11-05 19:56:00.000000000,Ewallet,4.57,36.54,268.0,89.33
225-32-0908,C,Naypyitaw,Normal,Female,Sports and travel,47.1,10,471.03,2019-01-26 00:00:00.000000000,2023-11-05 19:54:00.000000000,Ewallet,7.07,70.65,400.38,40.04
316-55-4634,B,Mandalay,Member,Male,Food and beverages,84.05,5,420.26,2019-01-26 00:00:00.000000000,2023-11-05 12:45:00.000000000,Credit card,12.61,50.43,369.83,73.97
641-43-2399,B,Mandalay,Normal,Male,Home and lifestyle,26.83,4,107.31,2019-01-26 00:00:00.000000000,2023-11-05 20:23:00.000000000,Ewallet,1.61,19.32,87.99,22.0
836-82-5858,B,Mandalay,Member,Male,Health and beauty,72.84,9,655.55,2019-01-26 00:00:00.000000000,2023-11-05 19:14:00.000000000,Ewallet,9.83,144.22,511.33,56.81
289-65-5721,B,Mandalay,Normal,Female,Fashion accessories,85.44,2,170.88,2019-01-26 00:00:00.000000000,2023-11-05 19:28:00.000000000,Cash,0.0,42.72,128.16,64.08
834-61-8124,A,Yangon,Normal,Male,Electronic accessories,54.27,7,379.92,2019-01-26 00:00:00.000000000,2023-11-05 18:22:00.000000000,Cash,0.0,56.99,322.93,46.13
173-82-9529,B,Mandalay,Normal,Female,Fashion accessories,39.85,10,398.48,2019-01-26 00:00:00.000000000,2023-11-05 14:51:00.000000000,Cash,0.0,99.62,298.86,29.89
539-21-7227,B,Mandalay,Normal,Female,Sports and travel,54.12,5,270.59,2019-01-26 00:00:00.000000000,2023-11-05 17:45:00.000000000,Cash,0.0,40.59,230.0,46.0
258-69-7810,C,Naypyitaw,Normal,Female,Fashion accessories,38.69,5,193.46,2019-01-26 00:00:00.000000000,2023-11-05 18:53:00.000000000,Cash,0.0,48.37,145.09,29.02
881-41-7302,C,Naypyitaw,Normal,Female,Fashion accessories,68.24,1,68.24,2019-01-26 00:00:00.000000000,2023-11-05 10:06:00.000000000,Credit card,2.05,17.06,51.18,51.18
135-13-8269,B,Mandalay,Member,Female,Food and beverages,82.83,2,165.65,2019-01-26 00:00:00.000000000,2023-11-05 16:04:00.000000000,Cash,0.0,19.88,145.77,72.89
308-39-1707,A,Yangon,Normal,Female,Fashion accessories,12.69,1,12.69,2019-01-26 00:00:00.000000000,2023-11-05 18:19:00.000000000,Credit card,0.38,3.17,9.52,9.52
896-34-0956,A,Yangon,Normal,Male,Fashion accessories,22.39,1,22.39,2019-01-26 00:00:00.000000000,2023-11-05 12:43:00.000000000,Cash,0.0,5.6,16.79,16.79
176-78-1170,C,Naypyitaw,Member,Male,Health and beauty,35.5,3,106.5,2019-01-26 00:00:00.000000000,2023-11-05 15:11:00.000000000,Ewallet,1.6,23.43,83.07,27.69
794-42-3736,B,Mandalay,Normal,Male,Food and beverages,35.0,2,69.99,2019-01-26 00:00:00.000000000,2023-11-05 14:41:00.000000000,Credit card,2.1,8.4,61.59,30.8
452-04-8808,B,Mandalay,Normal,Male,Electronic accessories,91.43,7,640.04,2019-01-26 00:00:00.000000000,2023-11-05 15:17:00.000000000,Cash,0.0,96.01,544.03,77.72
308-39-1704,B,Mandalay,Normal,Female,Clothes and accessories,39.98,2,79.95,2019-01-26 00:00:00.000000000,2023-11-05 18:21:00.000000000,Credit card,2.24,5.6,74.35,37.18
394-41-0746,B,Mandalay,Normal,Female,Clothes and accessories,20.25,9,182.24,2019-01-26 00:00:00.000000000,2023-11-05 14:57:00.000000000,Ewallet,2.53,12.76,169.48,18.83
595-27-4853,C,Naypyitaw,Normal,Female,Clothes and accessories,14.68,6,88.08,2019-01-26 00:00:00.000000000,2023-11-05 18:11:00.000000000,Ewallet,1.37,6.17,81.91,13.65
372-26-1503,C,Naypyitaw,Normal,Female,Clothes and accessories,7.47,4,29.87,2019-01-26 00:00:00.000000000,2023-11-05 19:26:00.000000000,Ewallet,0.47,2.09,27.78,6.95
189-55-2313,A,Yangon,Normal,Female,Clothes and accessories,0.5,11,5.55,2019-01-26 00:00:00.000000000,2023-11-05 10:39:00.000000000,Ewallet,0.08,0.39,5.16,0.47
123-19-1176,A,Yangon,Member,Male,Health and beauty,61.13,8,489.05,2019-01-27 00:00:00.000000000,2023-11-05 20:33:00.000000000,Ewallet,7.34,107.59,381.46,47.68
870-54-3162,A,Yangon,Normal,Female,Sports and travel,33.86,5,169.31,2019-01-27 00:00:00.000000000,2023-11-05 13:26:00.000000000,Cash,0.0,25.4,143.91,28.78
633-91-1052,A,Yangon,Normal,Female,Home and lifestyle,12.63,2,25.26,2019-01-27 00:00:00.000000000,2023-11-05 15:51:00.000000000,Cash,0.0,4.55,20.71,10.36
613-59-9758,C,Naypyitaw,Normal,Female,Sports and travel,15.08,10,150.78,2019-01-27 00:00:00.000000000,2023-11-05 14:28:00.000000000,Cash,0.0,22.62,128.16,12.82
394-41-0748,C,Naypyitaw,Member,Female,Fashion accessories,56.77,9,510.96,2019-01-27 00:00:00.000000000,2023-11-05 14:55:00.000000000,Ewallet,7.66,127.74,383.22,42.58
325-90-8763,C,Naypyitaw,Member,Female,Electronic accessories,48.9,10,488.99,2019-01-27 00:00:00.000000000,2023-11-05 13:58:00.000000000,Cash,0.0,73.35,415.64,41.56
862-59-8517,C,Naypyitaw,Normal,Female,Food and beverages,94.75,6,568.51,2019-01-27 00:00:00.000000000,2023-11-05 11:17:00.000000000,Cash,0.0,68.22,500.29,83.38
620-02-2046,C,Naypyitaw,Normal,Male,Home and lifestyle,72.87,2,145.74,2019-01-27 00:00:00.000000000,2023-11-05 19:48:00.000000000,Ewallet,2.19,26.23,119.51,59.76
595-27-4851,A,Yangon,Normal,Female,Fashion accessories,56.99,7,398.96,2019-01-27 00:00:00.000000000,2023-11-05 18:05:00.000000000,Ewallet,5.98,99.74,299.22,42.75
534-01-4457,A,Yangon,Normal,Male,Food and beverages,85.8,6,514.77,2019-01-27 00:00:00.000000000,2023-11-05 14:36:00.000000000,Credit card,15.44,61.77,453.0,75.5
788-07-8452,C,Naypyitaw,Member,Female,Home and lifestyle,25.45,7,178.16,2019-01-27 00:00:00.000000000,2023-11-05 17:38:00.000000000,Ewallet,2.67,32.07,146.09,20.87
869-11-3082,B,Mandalay,Member,Female,Health and beauty,100.97,4,403.87,2019-01-27 00:00:00.000000000,2023-11-05 20:03:00.000000000,Credit card,12.12,88.85,315.02,78.76
585-90-0249,A,Yangon,Member,Male,Electronic accessories,76.92,1,76.92,2019-01-27 00:00:00.000000000,2023-11-05 18:08:00.000000000,Ewallet,1.15,11.54,65.38,65.38
624-01-8356,B,Mandalay,Normal,Female,Home and lifestyle,51.46,10,514.61,2019-01-27 00:00:00.000000000,2023-11-05 10:44:00.000000000,Credit card,15.44,92.63,421.98,42.2
418-05-0654,C,Naypyitaw,Member,Female,Clothes and accessories,41.9,6,251.39,2019-01-27 00:00:00.000000000,2023-11-05 20:49:00.000000000,Cash,7.65,17.6,233.79,38.97
756-93-1857,A,Yangon,Normal,Female,Clothes and accessories,172.77,1,172.77,2019-01-27 00:00:00.000000000,2023-11-05 14:07:00.000000000,Credit card,3.33,12.09,160.68,160.68
149-71-6266,B,Mandalay,Member,Male,Sports and travel,81.97,9,737.76,2019-01-28 00:00:00.000000000,2023-11-05 12:43:00.000000000,Cash,0.0,110.66,627.1,69.68
400-89-4171,C,Naypyitaw,Normal,Female,Sports and travel,85.02,8,680.15,2019-01-28 00:00:00.000000000,2023-11-05 13:05:00.000000000,Cash,0.0,102.02,578.13,72.27
342-65-4817,C,Naypyitaw,Member,Female,Health and beauty,91.14,3,273.42,2019-01-28 00:00:00.000000000,2023-11-05 16:47:00.000000000,Ewallet,4.1,60.15,213.27,71.09
593-65-1552,C,Naypyitaw,Normal,Female,Home and lifestyle,73.3,4,293.2,2019-01-28 00:00:00.000000000,2023-11-05 20:50:00.000000000,Credit card,8.8,52.78,240.42,60.11
211-30-9270,C,Naypyitaw,Normal,Female,Health and beauty,18.28,5,91.4,2019-01-28 00:00:00.000000000,2023-11-05 15:16:00.000000000,Credit card,2.74,20.11,71.29,14.26
372-26-1506,C,Naypyitaw,Normal,Female,Fashion accessories,25.01,5,125.06,2019-01-28 00:00:00.000000000,2023-11-05 19:24:00.000000000,Ewallet,1.88,31.27,93.79,18.76
390-80-5128,B,Mandalay,Member,Female,Health and beauty,20.11,1,20.11,2019-01-28 00:00:00.000000000,2023-11-05 17:58:00.000000000,Credit card,0.6,4.42,15.69,15.69
726-29-6793,A,Yangon,Member,Male,Electronic accessories,25.39,8,203.11,2019-01-28 00:00:00.000000000,2023-11-05 20:54:00.000000000,Ewallet,3.05,30.47,172.64,21.58
243-47-2663,C,Naypyitaw,Member,Male,Electronic accessories,19.71,6,118.25,2019-01-28 00:00:00.000000000,2023-11-05 16:43:00.000000000,Credit card,3.55,17.74,100.51,16.75
222-42-0244,B,Mandalay,Member,Female,Health and beauty,75.72,9,681.44,2019-01-28 00:00:00.000000000,2023-11-05 13:53:00.000000000,Credit card,20.44,149.92,531.52,59.06
544-55-9589,B,Mandalay,Member,Female,Electronic accessories,22.5,10,225.02,2019-01-28 00:00:00.000000000,2023-11-05 11:51:00.000000000,Cash,0.0,33.75,191.27,19.13
699-88-1972,B,Mandalay,Normal,Male,Health and beauty,104.12,8,832.94,2019-01-28 00:00:00.000000000,2023-11-05 17:47:00.000000000,Credit card,24.99,183.25,649.69,81.21
865-41-9075,A,Yangon,Normal,Male,Food and beverages,12.11,7,84.75,2019-01-28 00:00:00.000000000,2023-11-05 17:35:00.000000000,Cash,0.0,10.17,74.58,10.65
430-53-4718,B,Mandalay,Member,Female,Health and beauty,79.14,8,633.11,2019-01-28 00:00:00.000000000,2023-11-05 15:46:00.000000000,Credit card,18.99,139.28,493.83,61.73
198-66-9835,C,Naypyitaw,Normal,Female,Clothes and accessories,27.13,2,54.25,2019-01-28 00:00:00.000000000,2023-11-05 19:47:00.000000000,Cash,1.43,3.8,50.45,25.23
746-94-0204,A,Yangon,Normal,Male,Fashion accessories,87.4,9,786.62,2019-01-29 00:00:00.000000000,2023-11-05 11:56:00.000000000,Credit card,23.6,196.66,589.96,65.55
606-80-4905,C,Naypyitaw,Member,Female,Sports and travel,20.11,6,120.65,2019-01-29 00:00:00.000000000,2023-11-05 10:01:00.000000000,Credit card,3.62,18.1,102.55,17.09
110-48-7033,B,Mandalay,Member,Male,Fashion accessories,34.25,4,137.0,2019-01-29 00:00:00.000000000,2023-11-05 14:12:00.000000000,Cash,0.0,34.25,102.75,25.69
382-25-8917,C,Naypyitaw,Normal,Male,Fashion accessories,44.18,6,265.1,2019-01-29 00:00:00.000000000,2023-11-05 12:25:00.000000000,Cash,0.0,66.28,198.82,33.14
575-67-1508,A,Yangon,Normal,Male,Electronic accessories,40.53,1,40.53,2019-01-29 00:00:00.000000000,2023-11-05 11:26:00.000000000,Ewallet,0.61,6.08,34.45,34.45
862-17-9201,B,Mandalay,Normal,Female,Food and beverages,88.25,6,529.52,2019-01-29 00:00:00.000000000,2023-11-05 10:48:00.000000000,Credit card,15.89,63.54,465.98,77.66
343-61-3544,B,Mandalay,Member,Male,Sports and travel,28.0,10,280.04,2019-01-29 00:00:00.000000000,2023-11-05 11:48:00.000000000,Cash,0.0,42.01,238.03,23.8
816-72-8853,A,Yangon,Member,Female,Sports and travel,29.33,5,146.63,2019-01-29 00:00:00.000000000,2023-11-05 15:48:00.000000000,Cash,0.0,21.99,124.64,24.93
800-09-8606,A,Yangon,Member,Female,Home and lifestyle,91.74,5,458.69,2019-01-29 00:00:00.000000000,2023-11-05 19:45:00.000000000,Cash,0.0,82.56,376.13,75.23
137-63-5492,C,Naypyitaw,Normal,Male,Electronic accessories,61.7,10,616.98,2019-01-29 00:00:00.000000000,2023-11-05 14:26:00.000000000,Ewallet,9.25,92.55,524.43,52.44
569-76-2760,A,Yangon,Member,Female,Sports and travel,23.11,4,92.44,2019-01-29 00:00:00.000000000,2023-11-05 18:15:00.000000000,Credit card,2.77,13.87,78.57,19.64
233-67-5758,C,Naypyitaw,Normal,Male,Health and beauty,42.37,1,42.37,2019-01-29 00:00:00.000000000,2023-11-05 13:46:00.000000000,Ewallet,0.64,9.32,33.05,33.05
746-94-0209,A,Yangon,Normal,Male,Clothes and accessories,0.94,10,9.42,2019-01-29 00:00:00.000000000,2023-11-05 12:05:00.000000000,Credit card,11.82,0.66,8.76,0.88
110-48-7033,B,Mandalay,Member,Male,Clothes and accessories,28.18,4,112.73,2019-01-29 00:00:00.000000000,2023-11-05 14:21:00.000000000,Cash,0.0,7.89,104.84,26.21
382-25-8914,C,Naypyitaw,Normal,Male,Clothes and accessories,16.48,7,115.38,2019-01-29 00:00:00.000000000,2023-11-05 12:37:00.000000000,Cash,0.0,8.08,107.3,15.33
423-80-0988,C,Naypyitaw,Normal,Male,Sports and travel,80.22,2,160.44,2019-01-30 00:00:00.000000000,2023-11-05 19:42:00.000000000,Ewallet,2.41,24.07,136.37,68.19
416-13-5917,C,Naypyitaw,Normal,Female,Food and beverages,101.88,5,509.41,2019-01-30 00:00:00.000000000,2023-11-05 16:24:00.000000000,Ewallet,7.64,61.13,448.28,89.66
182-69-8360,B,Mandalay,Normal,Female,Electronic accessories,24.83,4,99.33,2019-01-30 00:00:00.000000000,2023-11-05 13:32:00.000000000,Credit card,2.98,14.9,84.43,21.11
556-72-8512,C,Naypyitaw,Normal,Male,Home and lifestyle,24.11,1,24.11,2019-01-30 00:00:00.000000000,2023-11-05 20:47:00.000000000,Cash,0.0,4.34,19.77,19.77
283-26-5248,C,Naypyitaw,Member,Female,Food and beverages,103.45,10,1034.46,2019-01-30 00:00:00.000000000,2023-11-05 20:23:00.000000000,Ewallet,15.52,124.14,910.32,91.03
134-54-4720,B,Mandalay,Normal,Female,Electronic accessories,44.54,8,356.33,2019-01-30 00:00:00.000000000,2023-11-05 13:58:00.000000000,Ewallet,5.34,53.45,302.88,37.86
664-14-2882,C,Naypyitaw,Member,Female,Home and lifestyle,11.06,5,55.28,2019-01-30 00:00:00.000000000,2023-11-05 14:43:00.000000000,Credit card,1.66,9.95,45.33,9.07
804-38-3935,A,Yangon,Member,Male,Electronic accessories,98.47,3,295.41,2019-01-30 00:00:00.000000000,2023-11-05 11:32:00.000000000,Credit card,8.86,44.31,251.1,83.7
862-29-5914,C,Naypyitaw,Normal,Female,Sports and travel,23.5,1,23.5,2019-01-30 00:00:00.000000000,2023-11-05 17:08:00.000000000,Credit card,0.71,3.53,19.97,19.97
239-36-3640,B,Mandalay,Normal,Male,Electronic accessories,47.62,6,285.71,2019-01-31 00:00:00.000000000,2023-11-05 13:44:00.000000000,Ewallet,4.29,42.86,242.85,40.48
583-72-1480,C,Naypyitaw,Member,Male,Electronic accessories,38.91,4,155.65,2019-01-31 00:00:00.000000000,2023-11-05 16:24:00.000000000,Ewallet,2.33,23.35,132.3,33.08
366-93-0948,A,Yangon,Member,Male,Electronic accessories,69.67,1,69.67,2019-01-31 00:00:00.000000000,2023-11-05 10:46:00.000000000,Credit card,2.09,10.45,59.22,59.22
226-71-3580,C,Naypyitaw,Normal,Female,Sports and travel,24.94,9,224.44,2019-01-31 00:00:00.000000000,2023-11-05 12:02:00.000000000,Cash,0.0,33.67,190.77,21.2
532-59-7201,B,Mandalay,Member,Male,Sports and travel,83.93,6,503.56,2019-01-31 00:00:00.000000000,2023-11-05 14:04:00.000000000,Cash,0.0,75.53,428.03,71.34
525-88-7307,B,Mandalay,Member,Male,Sports and travel,79.61,1,79.61,2019-01-31 00:00:00.000000000,2023-11-05 13:19:00.000000000,Cash,0.0,11.94,67.67,67.67
286-75-7818,B,Mandalay,Normal,Male,Fashion accessories,72.54,2,145.07,2019-01-31 00:00:00.000000000,2023-11-05 19:48:00.000000000,Credit card,4.35,36.27,108.8,54.4
187-83-5490,A,Yangon,Member,Male,Electronic accessories,21.81,4,87.23,2019-01-31 00:00:00.000000000,2023-11-05 13:47:00.000000000,Cash,0.0,13.08,74.15,18.54
834-45-5519,B,Mandalay,Normal,Female,Electronic accessories,45.15,4,180.6,2019-01-31 00:00:00.000000000,2023-11-05 20:48:00.000000000,Ewallet,2.71,27.09,153.51,38.38
735-32-9839,C,Naypyitaw,Member,Male,Fashion accessories,103.64,8,829.08,2019-01-31 00:00:00.000000000,2023-11-05 10:36:00.000000000,Ewallet,12.44,207.27,621.81,77.73
525-09-8450,B,Mandalay,Normal,Male,Electronic accessories,75.74,10,757.37,2019-01-31 00:00:00.000000000,2023-11-05 15:12:00.000000000,Credit card,22.72,113.61,643.76,64.38
457-94-0464,B,Mandalay,Member,Male,Electronic accessories,92.26,9,830.37,2019-01-31 00:00:00.000000000,2023-11-05 20:32:00.000000000,Ewallet,12.46,124.56,705.81,78.42
189-55-2313,C,Naypyitaw,Normal,Female,Fashion accessories,65.29,10,652.89,2019-01-31 00:00:00.000000000,2023-11-05 10:33:00.000000000,Ewallet,9.79,163.22,489.67,48.97
522-57-8364,A,Yangon,Member,Male,Fashion accessories,53.91,8,431.26,2019-01-31 00:00:00.000000000,2023-11-05 10:00:00.000000000,Ewallet,6.47,107.82,323.44,40.43
286-75-7815,B,Mandalay,Normal,Male,Clothes and accessories,54.99,3,164.97,2019-01-31 00:00:00.000000000,2023-11-05 19:57:00.000000000,Credit card,2.21,11.55,153.42,51.14
518-17-2986,C,Naypyitaw,Normal,Female,Clothes and accessories,74.75,4,299.01,2019-01-31 00:00:00.000000000,2023-11-05 15:47:00.000000000,Ewallet,0.31,20.93,278.08,69.52
551-21-3069,C,Naypyitaw,Normal,Female,Electronic accessories,24.22,9,218.01,2019-02-01 00:00:00.000000000,2023-11-05 11:27:00.000000000,Cash,0.0,32.7,185.31,20.59
237-01-6122,C,Naypyitaw,Member,Female,Home and lifestyle,84.83,9,763.47,2019-02-01 00:00:00.000000000,2023-11-05 20:31:00.000000000,Credit card,22.9,137.42,626.05,69.56
105-31-1824,A,Yangon,Member,Male,Sports and travel,73.0,7,510.97,2019-02-01 00:00:00.000000000,2023-11-05 15:10:00.000000000,Credit card,15.33,76.65,434.32,62.05
870-76-1733,A,Yangon,Member,Female,Food and beverages,14.94,5,74.71,2019-02-01 00:00:00.000000000,2023-11-05 10:08:00.000000000,Credit card,2.24,8.97,65.74,13.15
358-88-9262,C,Naypyitaw,Member,Female,Food and beverages,91.85,6,551.12,2019-02-01 00:00:00.000000000,2023-11-05 18:43:00.000000000,Ewallet,8.27,66.13,484.99,80.83
443-82-0585,A,Yangon,Member,Female,Health and beauty,81.57,4,326.26,2019-02-01 00:00:00.000000000,2023-11-05 19:54:00.000000000,Cash,0.0,71.78,254.48,63.62
554-53-8700,C,Naypyitaw,Member,Male,Home and lifestyle,58.92,2,117.83,2019-02-02 00:00:00.000000000,2023-11-05 10:11:00.000000000,Cash,0.0,21.21,96.62,48.31
382-03-4532,A,Yangon,Member,Female,Health and beauty,19.25,1,19.25,2019-02-02 00:00:00.000000000,2023-11-05 18:50:00.000000000,Cash,0.0,4.24,15.01,15.01
642-32-2990,A,Yangon,Normal,Female,Food and beverages,11.51,10,115.08,2019-02-02 00:00:00.000000000,2023-11-05 20:48:00.000000000,Ewallet,1.73,13.81,101.27,10.13
376-02-8238,B,Mandalay,Normal,Male,Home and lifestyle,98.56,8,788.51,2019-02-02 00:00:00.000000000,2023-11-05 18:42:00.000000000,Credit card,23.66,141.93,646.58,80.82
845-51-0542,B,Mandalay,Member,Male,Food and beverages,48.88,9,439.9,2019-02-02 00:00:00.000000000,2023-11-05 15:34:00.000000000,Ewallet,6.6,52.79,387.11,43.01
376-56-3573,C,Naypyitaw,Normal,Female,Fashion accessories,100.19,4,400.76,2019-02-02 00:00:00.000000000,2023-11-05 13:23:00.000000000,Ewallet,6.01,100.19,300.57,75.14
201-86-2184,B,Mandalay,Member,Female,Electronic accessories,27.57,7,193.01,2019-02-02 00:00:00.000000000,2023-11-05 19:40:00.000000000,Cash,0.0,28.95,164.06,23.44
405-31-3305,A,Yangon,Member,Male,Fashion accessories,45.29,10,452.87,2019-02-02 00:00:00.000000000,2023-11-05 18:31:00.000000000,Credit card,13.59,113.22,339.65,33.97
541-08-3113,C,Naypyitaw,Normal,Male,Food and beverages,69.27,8,554.15,2019-02-02 00:00:00.000000000,2023-11-05 20:29:00.000000000,Cash,0.0,66.5,487.65,60.96
420-18-8989,A,Yangon,Member,Female,Sports and travel,54.1,8,432.77,2019-02-02 00:00:00.000000000,2023-11-05 15:47:00.000000000,Cash,0.0,64.92,367.85,45.98
418-05-0656,B,Mandalay,Normal,Female,Fashion accessories,26.84,7,187.87,2019-02-02 00:00:00.000000000,2023-11-05 20:42:00.000000000,Cash,0.0,46.97,140.9,20.13
390-17-5806,C,Naypyitaw,Member,Female,Food and beverages,40.34,1,40.34,2019-02-02 00:00:00.000000000,2023-11-05 16:33:00.000000000,Cash,0.0,4.84,35.5,35.5
717-96-4189,C,Naypyitaw,Normal,Female,Electronic accessories,37.27,6,223.59,2019-02-02 00:00:00.000000000,2023-11-05 12:40:00.000000000,Cash,0.0,33.54,190.05,31.68
756-93-1854,C,Naypyitaw,Member,Female,Fashion accessories,87.52,2,175.04,2019-02-02 00:00:00.000000000,2023-11-05 14:05:00.000000000,Credit card,5.25,43.76,131.28,65.64
376-56-3578,C,Naypyitaw,Normal,Male,Clothes and accessories,16.64,6,99.83,2019-02-02 00:00:00.000000000,2023-11-05 13:25:00.000000000,Ewallet,2.44,6.99,92.84,15.47
